year,mileage,engineSize,transmission,model,fuelType,price
2016,59625,2.1,Semi-Auto, C Class,Diesel,17990
2018,12145,2.1,Automatic, C Class,Diesel,25882
2019,5971,2,Automatic, C Class,Diesel,29046
2019,14895,2,Semi-Auto, C Class,Diesel,26256
2017,5630,1.6,Semi-Auto, C Class,Diesel,20498
2013,37964,1.6,Semi-Auto, C Class,Petrol,11298
2017,14077,2.1,Semi-Auto, C Class,Diesel,16500
2014,40000,2,Semi-Auto, C Class,Petrol,16990
2017,15104,2.1,Automatic, C Class,Diesel,25232
2018,6061,2,Automatic, C Class,Diesel,30022
2016,34327,2.1,Automatic, C Class,Diesel,15952
2015,49436,2.1,Semi-Auto, C Class,Diesel,15542
2019,4604,3,Semi-Auto, C Class,Petrol,39995
2019,10085,2,Semi-Auto, C Class,Diesel,25995
2019,5745,2,Semi-Auto, C Class,Petrol,26995
2016,20005,2.1,Automatic, C Class,Diesel,17950
2017,25820,2,Manual, C Class,Petrol,15267
2016,16975,2,Automatic, C Class,Hybrid,18247
2016,21553,1.6,Manual, C Class,Diesel,15067
2015,43097,2,Automatic, C Class,Petrol,13917
2015,26400,2,Automatic, C Class,Petrol,15990
2016,17593,2.1,Automatic, C Class,Diesel,18833
2019,8501,2,Automatic, C Class,Diesel,28980
2020,4501,1.6,Semi-Auto, C Class,Diesel,28220
2017,18495,2.1,Automatic, C Class,Diesel,23572
2017,52207,2,Manual, C Class,Petrol,14702
2019,13742,2,Semi-Auto, C Class,Diesel,20495
2016,30000,2.1,Semi-Auto, C Class,Hybrid,18495
2017,31070,2,Manual, C Class,Petrol,15495
2017,22191,3,Automatic, C Class,Petrol,30995
2017,20875,2.1,Automatic, C Class,Diesel,25995
2019,15280,1.5,Semi-Auto, C Class,Petrol,23995
2019,631,2.1,Semi-Auto, C Class,Diesel,25495
2019,3918,2,Semi-Auto, C Class,Diesel,26495
2016,33000,2.1,Semi-Auto, C Class,Diesel,17995
2017,7693,2,Manual, C Class,Petrol,20981
2019,6780,3,Automatic, C Class,Petrol,33530
2017,20150,2,Semi-Auto, C Class,Petrol,22532
2019,10415,2,Automatic, C Class,Diesel,27036
2019,7831,2,Automatic, C Class,Petrol,30236
2018,8702,2,Semi-Auto, C Class,Petrol,25298
2017,6067,2.1,Automatic, C Class,Diesel,25498
2016,15804,2,Semi-Auto, C Class,Hybrid,21698
2015,19830,2,Semi-Auto, C Class,Petrol,15790
2017,10439,3,Semi-Auto, C Class,Petrol,33000
2016,13795,1.6,Semi-Auto, C Class,Diesel,16998
2017,27526,2.1,Semi-Auto, C Class,Diesel,20612
2016,16206,2.1,Semi-Auto, C Class,Diesel,18211
2019,5654,4,Automatic, C Class,Petrol,49780
2016,22456,3,Semi-Auto, C Class,Petrol,26495
2017,22486,2.1,Semi-Auto, C Class,Diesel,20680
2017,30612,2.1,Automatic, C Class,Diesel,16299
2019,10134,2,Semi-Auto, C Class,Diesel,27998
2017,44118,2,Semi-Auto, C Class,Hybrid,18240
2017,11163,2,Semi-Auto, C Class,Petrol,22792
2019,7286,1.5,Semi-Auto, C Class,Petrol,24000
2019,3402,1.5,Semi-Auto, C Class,Petrol,30980
2017,20185,2,Semi-Auto, C Class,Petrol,18231
2014,60000,2.1,Semi-Auto, C Class,Diesel,14601
2019,9985,2,Automatic, C Class,Diesel,28887
2018,10137,2.1,Automatic, C Class,Diesel,23247
2017,14161,2.1,Automatic, C Class,Diesel,22720
2017,20846,2,Semi-Auto, C Class,Petrol,18115
2019,5866,1.6,Semi-Auto, C Class,Diesel,28429
2020,16,2,Semi-Auto, C Class,Diesel,32480
2019,3805,3,Semi-Auto, C Class,Petrol,41500
2016,20169,2.1,Semi-Auto, C Class,Diesel,20480
2016,22156,2.1,Semi-Auto, C Class,Diesel,21000
2019,3830,3,Semi-Auto, C Class,Petrol,45980
2019,4908,1.5,Semi-Auto, C Class,Petrol,20980
2016,25000,2.1,Semi-Auto, C Class,Diesel,19750
2020,5000,1.5,Semi-Auto, C Class,Petrol,39995
2020,5000,1.5,Semi-Auto, C Class,Petrol,37995
2020,250,4,Semi-Auto, C Class,Petrol,69995
2020,5000,1.6,Semi-Auto, C Class,Diesel,31995
2019,12357,3,Semi-Auto, C Class,Petrol,38995
2019,1400,4,Semi-Auto, C Class,Petrol,59995
2017,27832,1.6,Manual, C Class,Diesel,15280
2017,24057,4,Semi-Auto, C Class,Petrol,35420
2017,38609,2.1,Semi-Auto, C Class,Diesel,17980
2016,60677,2.1,Semi-Auto, C Class,Diesel,16890
2020,2151,2,Semi-Auto, C Class,Petrol,36990
2016,28612,2.1,Automatic, C Class,Diesel,14750
2016,21430,2,Semi-Auto, C Class,Petrol,20365
2016,16703,2.1,Automatic, C Class,Diesel,21505
2018,16052,2,Semi-Auto, C Class,Petrol,24791
2015,23985,2.1,Semi-Auto, C Class,Diesel,16581
2019,6621,2,Automatic, C Class,Diesel,27810
2018,7140,2,Automatic, C Class,Diesel,28750
2017,4910,2,Automatic, C Class,Petrol,26790
2016,10581,1.6,Semi-Auto, C Class,Diesel,17981
2019,1646,2,Automatic, C Class,Petrol,29890
2019,15000,1.6,Automatic, C Class,Diesel,24980
2015,12469,2.1,Semi-Auto, C Class,Diesel,19990
2019,13624,1.5,Semi-Auto, C Class,Petrol,25980
2019,2072,2,Semi-Auto, C Class,Petrol,24980
2016,19805,2.1,Automatic, C Class,Diesel,20995
2017,21994,2.1,Automatic, C Class,Diesel,21630
2014,39547,2.1,Semi-Auto, C Class,Diesel,12262
2020,3000,2,Semi-Auto, C Class,Diesel,29880
2016,9600,2,Semi-Auto, C Class,Petrol,22790
2016,24247,2.1,Semi-Auto, C Class,Diesel,16657
2019,10100,2,Automatic, C Class,Diesel,27480
2019,12794,2,Semi-Auto, C Class,Diesel,20980
2016,36946,2.1,Semi-Auto, C Class,Diesel,18280
2019,11487,2,Semi-Auto, C Class,Diesel,26480
2018,16424,2.1,Semi-Auto, C Class,Diesel,21000
2019,9731,2,Semi-Auto, C Class,Diesel,27980
2019,13435,2,Semi-Auto, C Class,Diesel,28480
2018,10859,2.1,Semi-Auto, C Class,Diesel,24480
2019,4444,1.5,Semi-Auto, C Class,Petrol,24980
2015,8726,2.1,Automatic, C Class,Diesel,17790
2015,68647,2.1,Semi-Auto, C Class,Diesel,14690
2018,7615,2.1,Semi-Auto, C Class,Diesel,22991
2017,40993,2.1,Semi-Auto, C Class,Diesel,20150
2019,2300,2,Automatic, C Class,Diesel,28290
2017,24991,2.1,Semi-Auto, C Class,Diesel,20091
2016,63507,2.1,Semi-Auto, C Class,Hybrid,17498
2015,92589,2.1,Manual, C Class,Diesel,10998
2016,41279,2.1,Semi-Auto, C Class,Diesel,15798
2017,25656,1.6,Semi-Auto, C Class,Diesel,16495
2019,7969,3,Automatic, C Class,Petrol,41070
2016,19682,2.1,Semi-Auto, C Class,Diesel,17822
2019,3318,2,Automatic, C Class,Hybrid,43990
2019,6249,3,Automatic, C Class,Petrol,38610
2019,3196,1.6,Automatic, C Class,Diesel,34990
2017,35214,2.1,Semi-Auto, C Class,Diesel,20022
2017,14364,2,Automatic, C Class,Petrol,17313
2017,8884,2.1,Automatic, C Class,Diesel,24352
2017,26508,2,Semi-Auto, C Class,Petrol,18372
2015,25230,2.1,Semi-Auto, C Class,Diesel,16592
2019,15179,1.5,Automatic, C Class,Petrol,22156
2017,27107,2.1,Semi-Auto, C Class,Diesel,17282
2019,9785,2,Semi-Auto, C Class,Diesel,31716
2017,21750,2.1,Semi-Auto, C Class,Diesel,22852
2015,36120,2.1,Semi-Auto, C Class,Diesel,15212
2016,25803,2.1,Semi-Auto, C Class,Diesel,20092
2017,18495,2.1,Automatic, C Class,Diesel,23572
2019,6765,2,Automatic, C Class,Diesel,28896
2019,5465,2,Automatic, C Class,Petrol,30516
2019,9150,2,Automatic, C Class,Diesel,23206
2019,6522,2,Automatic, C Class,Petrol,27826
2016,15129,2,Automatic, C Class,Petrol,25532
2018,11451,2.1,Semi-Auto, C Class,Diesel,25812
2018,10339,2.1,Semi-Auto, C Class,Diesel,22480
2015,79881,2.1,Manual, C Class,Diesel,10397
2017,21524,3,Automatic, C Class,Petrol,33202
2018,8984,1.5,Semi-Auto, C Class,Petrol,27622
2015,44121,2.1,Manual, C Class,Diesel,12672
2015,17426,2,Manual, C Class,Petrol,13898
2017,42100,2,Semi-Auto, C Class,Hybrid,18498
2019,12999,2,Semi-Auto, C Class,Diesel,24998
2016,39924,1.6,Automatic, C Class,Diesel,16009
2017,21300,2,Manual, C Class,Petrol,13980
2017,45034,2.1,Manual, C Class,Diesel,14980
2017,42437,2,Semi-Auto, C Class,Hybrid,18830
2017,30796,2,Semi-Auto, C Class,Hybrid,19250
2014,56219,2.1,Semi-Auto, C Class,Diesel,13251
2015,88218,2.1,Automatic, C Class,Hybrid,13390
2017,33538,2,Semi-Auto, C Class,Petrol,17230
2019,15160,1.5,Semi-Auto, C Class,Petrol,28480
2019,10844,2,Semi-Auto, C Class,Petrol,29480
2019,3864,3,Semi-Auto, C Class,Petrol,42000
2019,7721,3,Automatic, C Class,Petrol,50981
2015,22958,1.6,Semi-Auto, C Class,Diesel,17712
2019,4651,3,Semi-Auto, C Class,Petrol,39290
2017,13258,2,Automatic, C Class,Petrol,27462
2020,4065,2,Semi-Auto, C Class,Diesel,39981
2017,28174,4,Semi-Auto, C Class,Petrol,34981
2018,45734,2.1,Semi-Auto, C Class,Diesel,19902
2019,4511,2,Semi-Auto, C Class,Diesel,31040
2019,14061,1.5,Semi-Auto, C Class,Petrol,20482
2019,10096,1.5,Semi-Auto, C Class,Petrol,26056
2015,83047,1.6,Manual, C Class,Diesel,10610
2017,40623,1.6,Semi-Auto, C Class,Diesel,14965
2016,26900,2.1,Semi-Auto, C Class,Diesel,19490
2016,59023,1.6,Automatic, C Class,Diesel,14700
2016,52684,1.6,Manual, C Class,Diesel,13200
2014,78845,2.1,Semi-Auto, C Class,Diesel,13100
2013,42477,1.6,Semi-Auto, C Class,Petrol,10404
2017,15754,2.1,Semi-Auto, C Class,Diesel,24998
2019,9179,2,Semi-Auto, C Class,Diesel,23991
2017,55381,2.1,Semi-Auto, C Class,Diesel,23981
2016,35000,1.6,Semi-Auto, C Class,Diesel,14981
2014,49552,2.1,Semi-Auto, C Class,Diesel,15981
2018,17933,2.1,Semi-Auto, C Class,Diesel,25302
2017,22056,3,Semi-Auto, C Class,Petrol,34981
2017,43678,2.1,Semi-Auto, C Class,Diesel,16481
2019,6234,4,Automatic, C Class,Petrol,59830
2016,29607,1.6,Semi-Auto, C Class,Diesel,17902
2019,7325,2,Automatic, C Class,Petrol,29592
2017,19858,1.6,Automatic, C Class,Diesel,18970
2016,7576,2.1,Semi-Auto, C Class,Diesel,21870
2015,18025,2.1,Semi-Auto, C Class,Diesel,16260
2015,35223,2.1,Manual, C Class,Diesel,15480
2019,11589,1.5,Semi-Auto, C Class,Petrol,24980
2019,6349,1.5,Semi-Auto, C Class,Petrol,29000
2019,5164,1.5,Semi-Auto, C Class,Petrol,23980
2019,14284,2,Semi-Auto, C Class,Diesel,25980
2019,15070,2,Semi-Auto, C Class,Diesel,25980
2019,6936,2,Semi-Auto, C Class,Petrol,29500
2017,33105,2.1,Semi-Auto, C Class,Diesel,18480
2018,12173,2,Semi-Auto, C Class,Diesel,27980
2019,4238,1.5,Semi-Auto, C Class,Petrol,24980
2019,8709,2,Semi-Auto, C Class,Diesel,29980
2016,28632,2.1,Semi-Auto, C Class,Diesel,19000
2020,16388,2,Semi-Auto, C Class,Diesel,28490
2017,45624,2.1,Semi-Auto, C Class,Diesel,16791
2016,34794,2.1,Automatic, C Class,Diesel,17148
2016,33532,2.1,Semi-Auto, C Class,Diesel,17491
2019,8900,2,Automatic, C Class,Diesel,28480
2019,5904,2,Automatic, C Class,Diesel,28990
2019,20016,3,Semi-Auto, C Class,Petrol,35740
2019,555,2,Automatic, C Class,Diesel,28351
2018,8928,1.5,Automatic, C Class,Petrol,28652
2017,20249,2.1,Semi-Auto, C Class,Diesel,21991
2017,26000,4,Automatic, C Class,Petrol,49991
2020,4000,2,Semi-Auto, C Class,Diesel,33111
2019,14413,2,Automatic, C Class,Diesel,34070
2018,8890,2,Automatic, C Class,Diesel,23022
2019,8011,3,Automatic, C Class,Petrol,53991
2017,20742,2.1,Automatic, C Class,Hybrid,20836
2019,3995,1.6,Automatic, C Class,Diesel,26530
2019,6516,1.6,Automatic, C Class,Diesel,25830
2016,43650,2.1,Manual, C Class,Diesel,18340
2017,34611,2.1,Semi-Auto, C Class,Diesel,20340
2017,38515,2.1,Semi-Auto, C Class,Diesel,19980
2019,4001,2,Automatic, C Class,Diesel,26550
2018,7011,1.6,Semi-Auto, C Class,Diesel,21430
2018,20496,2.1,Semi-Auto, C Class,Diesel,24810
2020,1501,1.6,Semi-Auto, C Class,Diesel,28590
2015,37020,1.6,Semi-Auto, C Class,Diesel,13500
2015,17222,2,Automatic, C Class,Petrol,17000
2014,20281,2.1,Automatic, C Class,Diesel,16964
2018,20039,2.1,Automatic, C Class,Diesel,22680
2017,40400,2,Semi-Auto, C Class,Hybrid,18995
2017,24844,1.6,Semi-Auto, C Class,Diesel,16995
2017,32783,2,Manual, C Class,Petrol,13610
2016,19019,1.6,Manual, C Class,Diesel,16000
2020,9,2,Semi-Auto, C Class,Diesel,31480
2017,19566,2.1,Semi-Auto, C Class,Diesel,21000
2019,3986,2,Semi-Auto, C Class,Diesel,31980
2019,3144,2,Semi-Auto, C Class,Diesel,31000
2017,11906,2.1,Semi-Auto, C Class,Diesel,17480
2019,16,1.5,Semi-Auto, C Class,Petrol,31980
2019,4887,3,Semi-Auto, C Class,Petrol,44980
2019,3229,2,Semi-Auto, C Class,Diesel,31480
2019,6646,2,Semi-Auto, C Class,Diesel,30480
2019,3566,2,Semi-Auto, C Class,Diesel,35980
2019,16,1.6,Semi-Auto, C Class,Diesel,29980
2020,16,2,Semi-Auto, C Class,Diesel,32980
2019,3999,3,Semi-Auto, C Class,Petrol,38500
2017,31822,2,Semi-Auto, C Class,Hybrid,19480
2019,9625,4,Automatic, C Class,Petrol,66990
2017,30525,2,Automatic, C Class,Petrol,25172
2019,3074,1.5,Automatic, C Class,Petrol,28466
2019,5524,1.5,Automatic, C Class,Petrol,30572
2019,7859,2,Automatic, C Class,Petrol,29782
2019,6655,2,Automatic, C Class,Petrol,27066
2019,14163,2,Automatic, C Class,Diesel,20676
2019,15253,2,Semi-Auto, C Class,Diesel,24306
2015,27852,2.1,Semi-Auto, C Class,Diesel,17682
2018,7809,2,Semi-Auto, C Class,Diesel,29532
2017,12283,2.1,Semi-Auto, C Class,Diesel,20480
2019,3695,2,Semi-Auto, C Class,Diesel,28980
2019,14269,1.5,Semi-Auto, C Class,Petrol,19980
2017,32259,2.1,Semi-Auto, C Class,Diesel,17980
2019,4665,2,Semi-Auto, C Class,Petrol,28480
2017,14843,2.1,Automatic, C Class,Diesel,24880
2020,9,2,Semi-Auto, C Class,Diesel,35980
2020,16,2,Semi-Auto, C Class,Diesel,32480
2020,16,1.6,Manual, C Class,Petrol,22980
2020,16,2,Semi-Auto, C Class,Diesel,31980
2020,16,2,Semi-Auto, C Class,Diesel,31980
2019,16,2,Semi-Auto, C Class,Diesel,31480
2019,16,1.5,Semi-Auto, C Class,Petrol,29980
2019,9,2,Semi-Auto, C Class,Diesel,35980
2019,9,2,Semi-Auto, C Class,Diesel,31980
2019,5428,2,Semi-Auto, C Class,Diesel,29980
2020,16,2,Semi-Auto, C Class,Diesel,33980
2020,9,1.5,Semi-Auto, C Class,Petrol,29980
2017,16624,2.1,Semi-Auto, C Class,Diesel,19980
2019,9,2,Semi-Auto, C Class,Diesel,33980
2019,9,2,Semi-Auto, C Class,Diesel,31980
2019,5866,1.5,Semi-Auto, C Class,Petrol,27500
2019,9180,2,Semi-Auto, C Class,Diesel,26000
2019,16,2,Semi-Auto, C Class,Diesel,31980
2019,4288,1.6,Semi-Auto, C Class,Diesel,30980
2019,1844,2,Semi-Auto, C Class,Diesel,35980
2019,16,1.5,Semi-Auto, C Class,Petrol,32980
2019,9,2,Automatic, C Class,Diesel,36980
2019,14694,1.5,Semi-Auto, C Class,Petrol,20980
2019,13137,1.5,Semi-Auto, C Class,Petrol,20980
2017,34692,2.1,Manual, C Class,Diesel,15980
2018,13199,2,Semi-Auto, C Class,Diesel,27980
2019,4616,2,Semi-Auto, C Class,Diesel,29980
2019,9227,2,Semi-Auto, C Class,Diesel,29980
2017,42294,2.1,Semi-Auto, C Class,Diesel,17280
2019,14742,2,Semi-Auto, C Class,Diesel,27980
2018,9830,1.5,Semi-Auto, C Class,Petrol,25480
2019,10368,2,Semi-Auto, C Class,Diesel,27000
2019,11412,2,Semi-Auto, C Class,Diesel,20980
2019,15057,2.1,Semi-Auto, C Class,Diesel,19980
2018,8228,2,Semi-Auto, C Class,Diesel,29480
2017,11018,4,Semi-Auto, C Class,Petrol,45480
2019,6784,1.5,Semi-Auto, C Class,Petrol,24980
2019,5453,1.5,Semi-Auto, C Class,Petrol,24980
2019,3341,1.5,Semi-Auto, C Class,Petrol,26500
2019,5207,1.5,Semi-Auto, C Class,Petrol,24000
2019,10939,1.5,Semi-Auto, C Class,Petrol,29500
2019,7255,2,Semi-Auto, C Class,Diesel,32980
2017,15902,2.1,Automatic, C Class,Diesel,23980
2019,16543,2,Semi-Auto, C Class,Petrol,28980
2019,13891,1.5,Semi-Auto, C Class,Petrol,19980
2019,14307,1.5,Semi-Auto, C Class,Petrol,19980
2019,9782,2,Semi-Auto, C Class,Diesel,29980
2019,6584,1.5,Semi-Auto, C Class,Petrol,26980
2019,13314,2,Semi-Auto, C Class,Diesel,24480
2019,11412,1.5,Semi-Auto, C Class,Petrol,25980
2019,5046,1.5,Semi-Auto, C Class,Petrol,26000
2019,14663,1.5,Semi-Auto, C Class,Petrol,23780
2019,13169,1.5,Semi-Auto, C Class,Petrol,25000
2019,3254,2,Semi-Auto, C Class,Diesel,30980
2019,6073,2,Semi-Auto, C Class,Diesel,29980
2019,9454,2,Semi-Auto, C Class,Diesel,29980
2020,3999,4,Semi-Auto, C Class,Petrol,65980
2019,10696,1.5,Semi-Auto, C Class,Petrol,28980
2019,3456,4,Semi-Auto, C Class,Petrol,67980
2019,9,1.5,Semi-Auto, C Class,Petrol,31980
2019,16,2,Semi-Auto, C Class,Diesel,30980
2020,3999,2,Semi-Auto, C Class,Diesel,30980
2019,11064,2,Semi-Auto, C Class,Diesel,29480
2015,41349,2.1,Semi-Auto, C Class,Diesel,16480
2019,8999,1.5,Semi-Auto, C Class,Petrol,25980
2014,33896,2.1,Semi-Auto, C Class,Diesel,15894
2015,37200,2.1,Automatic, C Class,Diesel,15495
2019,26075,1.5,Semi-Auto, C Class,Petrol,28780
2016,25996,2.1,Semi-Auto, C Class,Diesel,18480
2019,13214,1.5,Semi-Auto, C Class,Petrol,25980
2019,7721,1.5,Semi-Auto, C Class,Petrol,26980
2019,13012,1.5,Semi-Auto, C Class,Petrol,25980
2018,8024,2.1,Semi-Auto, C Class,Diesel,21980
2019,7524,2,Semi-Auto, C Class,Diesel,31480
2018,7470,2,Semi-Auto, C Class,Diesel,22680
2020,16,2,Semi-Auto, C Class,Diesel,33980
2019,4504,3,Semi-Auto, C Class,Petrol,45980
2019,2010,3,Semi-Auto, C Class,Petrol,45980
2019,15933,1.5,Semi-Auto, C Class,Petrol,20980
2019,13539,2,Semi-Auto, C Class,Diesel,24780
2019,10340,2,Semi-Auto, C Class,Diesel,26780
2019,14620,1.5,Semi-Auto, C Class,Petrol,20480
2019,12016,1.5,Semi-Auto, C Class,Petrol,25480
2015,43927,2.1,Manual, C Class,Diesel,14000
2019,12285,1.5,Semi-Auto, C Class,Petrol,25980
2019,14208,1.5,Semi-Auto, C Class,Petrol,20980
2019,2617,3,Semi-Auto, C Class,Petrol,45980
2020,3999,3,Semi-Auto, C Class,Petrol,38980
2019,8072,2,Semi-Auto, C Class,Diesel,26980
2019,6459,1.5,Semi-Auto, C Class,Petrol,20480
2019,7460,2,Semi-Auto, C Class,Diesel,27980
2019,7494,2,Semi-Auto, C Class,Diesel,29480
2019,3999,1.6,Semi-Auto, C Class,Diesel,29480
2019,3689,1.6,Semi-Auto, C Class,Diesel,27000
2020,9,2,Semi-Auto, C Class,Diesel,32980
2019,16,2,Semi-Auto, C Class,Diesel,36980
2019,16,2,Semi-Auto, C Class,Diesel,36980
2016,31246,2.1,Semi-Auto, C Class,Diesel,20780
2019,4957,2,Semi-Auto, C Class,Diesel,30980
2016,14996,2.1,Semi-Auto, C Class,Diesel,18480
2016,36069,2.1,Manual, C Class,Diesel,15480
2017,19500,2.1,Automatic, C Class,Diesel,24995
2017,14120,2.1,Semi-Auto, C Class,Diesel,23995
2017,12028,2.1,Automatic, C Class,Diesel,22495
2016,17410,2.1,Semi-Auto, C Class,Diesel,20500
2015,30380,2.1,Semi-Auto, C Class,Diesel,14440
2019,11395,1.5,Semi-Auto, C Class,Petrol,25980
2019,5937,1.5,Semi-Auto, C Class,Petrol,29000
2019,11253,2,Semi-Auto, C Class,Diesel,28480
2018,10514,1.5,Semi-Auto, C Class,Petrol,22500
2018,12234,2,Semi-Auto, C Class,Diesel,27500
2019,13645,2,Semi-Auto, C Class,Diesel,20980
2019,6539,1.5,Semi-Auto, C Class,Petrol,24980
2019,6206,1.5,Semi-Auto, C Class,Petrol,25980
2019,2584,2,Semi-Auto, C Class,Petrol,28480
2016,6043,1.6,Semi-Auto, C Class,Diesel,17998
2016,13115,2,Semi-Auto, C Class,Hybrid,19698
2016,26372,2,Automatic, C Class,Hybrid,18998
2017,23771,2.1,Semi-Auto, C Class,Diesel,18998
2016,83786,1.6,Manual, C Class,Diesel,10998
2017,48404,2,Semi-Auto, C Class,Hybrid,18498
2016,86965,2,Semi-Auto, C Class,Hybrid,13698
2017,59038,2.1,Manual, C Class,Diesel,14698
2016,32174,2.1,Manual, C Class,Diesel,13498
2019,4363,1.5,Semi-Auto, C Class,Petrol,24980
2019,9109,2,Semi-Auto, C Class,Diesel,29980
2020,16,2,Semi-Auto, C Class,Diesel,30480
2020,16,2,Semi-Auto, C Class,Diesel,30480
2019,249,2,Semi-Auto, C Class,Diesel,30480
2019,13,2,Semi-Auto, C Class,Diesel,31000
2014,61616,2.1,Semi-Auto, C Class,Diesel,11133
2017,37730,2.1,Semi-Auto, C Class,Diesel,18990
2017,19750,2.1,Semi-Auto, C Class,Diesel,20995
2017,24347,4,Semi-Auto, C Class,Petrol,46995
2019,4500,2,Semi-Auto, C Class,Diesel,32995
2017,17442,2.1,Semi-Auto, C Class,Diesel,21495
2015,33425,2.1,Semi-Auto, C Class,Diesel,17495
2019,700,4,Semi-Auto, C Class,Petrol,67495
2017,40202,2.1,Semi-Auto, C Class,Diesel,17850
2016,35620,2,Automatic, C Class,Petrol,19170
2013,43442,6.2,Semi-Auto, C Class,Petrol,23000
2015,44458,2.1,Semi-Auto, C Class,Diesel,14850
2019,14006,1.5,Semi-Auto, C Class,Petrol,18998
2017,46889,2,Semi-Auto, C Class,Hybrid,19498
2016,21443,1.6,Manual, C Class,Diesel,14057
2017,4495,2,Automatic, C Class,Petrol,27995
2017,14776,2,Automatic, C Class,Petrol,24750
2015,79950,2.1,Automatic, C Class,Hybrid,13260
2018,19650,2,Semi-Auto, C Class,Petrol,20990
2018,30460,2.1,Automatic, C Class,Diesel,18450
2015,20720,2.1,Automatic, C Class,Diesel,17250
2015,14750,2.1,Automatic, C Class,Diesel,18610
2016,25250,2,Semi-Auto, C Class,Hybrid,18790
2017,27420,1.6,Semi-Auto, C Class,Diesel,17300
2015,29817,2.1,Semi-Auto, C Class,Diesel,18498
2015,59925,2,Semi-Auto, C Class,Hybrid,15298
2016,27036,2,Automatic, C Class,Hybrid,17400
2015,39195,2.1,Semi-Auto, C Class,Hybrid,15999
2019,5196,2,Semi-Auto, C Class,Diesel,28995
2020,4999,3,Semi-Auto, C Class,Petrol,41999
2019,499,1.5,Automatic, C Class,Petrol,36999
2019,4999,1.6,Automatic, C Class,Petrol,30500
2018,13800,2.1,Semi-Auto, C Class,Diesel,21160
2019,4680,1.5,Semi-Auto, C Class,Petrol,26789
2014,10,2.1,Automatic, C Class,Diesel,20495
2016,33977,3,Semi-Auto, C Class,Petrol,29995
2017,30807,2.1,Semi-Auto, C Class,Diesel,16495
2017,30256,2.1,Semi-Auto, C Class,Diesel,16995
2019,9293,3,Semi-Auto, C Class,Petrol,39995
2020,250,2,Semi-Auto, C Class,Petrol,44995
2017,33867,2.1,Automatic, C Class,Diesel,23995
2015,18766,2,Manual, C Class,Petrol,12999
2014,43793,2,Semi-Auto, C Class,Petrol,13390
2017,8552,2,Semi-Auto, C Class,Petrol,18299
2014,71892,2.1,Semi-Auto, C Class,Diesel,11000
2015,27080,2.1,Automatic, C Class,Diesel,16617
2018,22318,2.1,Semi-Auto, C Class,Diesel,22201
2016,25448,2,Automatic, C Class,Petrol,16999
2018,17000,2.1,Semi-Auto, C Class,Diesel,23299
2019,2206,2,Automatic, C Class,Diesel,31499
2019,4951,2,Automatic, C Class,Diesel,29950
2019,999,1.5,Automatic, C Class,Petrol,31799
2014,40997,2.1,Automatic, C Class,Diesel,15990
2018,24863,2,Automatic, C Class,Petrol,18999
2018,14389,2.1,Semi-Auto, C Class,Diesel,22595
2014,79216,2.1,Semi-Auto, C Class,Diesel,10290
2015,58724,2.1,Semi-Auto, C Class,Diesel,10700
2018,8194,2,Semi-Auto, C Class,Diesel,23890
2017,20179,2.1,Automatic, C Class,Diesel,18481
2013,91046,2.1,Semi-Auto, C Class,Diesel,8751
2015,42918,2,Manual, C Class,Petrol,11500
2017,32688,2,Automatic, C Class,Petrol,23999
2019,6155,2,Semi-Auto, C Class,Diesel,26999
2015,42785,2.1,Manual, C Class,Diesel,14999
2017,30968,3,Semi-Auto, C Class,Petrol,33499
2017,9453,2.1,Semi-Auto, C Class,Diesel,19999
2017,40355,2,Automatic, C Class,Petrol,20799
2019,999,2,Automatic, C Class,Diesel,31999
2019,999,2,Automatic, C Class,Diesel,31995
2019,8439,2,Automatic, C Class,Diesel,28880
2017,36368,2.1,Semi-Auto, C Class,Diesel,15450
2019,13071,1.5,Automatic, C Class,Petrol,19995
2019,6805,2,Semi-Auto, C Class,Petrol,31799
2019,15312,2,Semi-Auto, C Class,Diesel,23295
